stage,variant,scope,cv_scheme,feature_set,n,n_pos,AUC,PR_AUC,CP16_single:xpr_fp_db_Recall_at_FPR_1pct,CP16_single:xpr_fp_db_Recall_at_FPR_5pct,CP16_single:xpr_fp_db_Recall_at_FPR_10pct,CP16_single:xpr_fp_db_LoS_FPR_at_NLoS_recall_80pct,CP16_single:xpr_fp_db_LoS_FPR_at_NLoS_recall_90pct,CP16_single:xpr_fp_db_LoS_FPR_at_NLoS_recall_95pct,CP16_single:xpr_late_db_Recall_at_FPR_1pct,CP16_single:xpr_late_db_Recall_at_FPR_5pct,CP16_single:xpr_late_db_Recall_at_FPR_10pct,CP16_single:xpr_late_db_LoS_FPR_at_NLoS_recall_80pct,CP16_single:xpr_late_db_LoS_FPR_at_NLoS_recall_90pct,CP16_single:xpr_late_db_LoS_FPR_at_NLoS_recall_95pct,CP16_single:xpr_all_db_Recall_at_FPR_1pct,CP16_single:xpr_all_db_Recall_at_FPR_5pct,CP16_single:xpr_all_db_Recall_at_FPR_10pct,CP16_single:xpr_all_db_LoS_FPR_at_NLoS_recall_80pct,CP16_single:xpr_all_db_LoS_FPR_at_NLoS_recall_90pct,CP16_single:xpr_all_db_LoS_FPR_at_NLoS_recall_95pct,CP16_single:s3_fp_Recall_at_FPR_1pct,CP16_single:s3_fp_Recall_at_FPR_5pct,CP16_single:s3_fp_Recall_at_FPR_10pct,CP16_single:s3_fp_LoS_FPR_at_NLoS_recall_80pct,CP16_single:s3_fp_LoS_FPR_at_NLoS_recall_90pct,CP16_single:s3_fp_LoS_FPR_at_NLoS_recall_95pct,CP16_single:s3_late_Recall_at_FPR_1pct,CP16_single:s3_late_Recall_at_FPR_5pct,CP16_single:s3_late_Recall_at_FPR_10pct,CP16_single:s3_late_LoS_FPR_at_NLoS_recall_80pct,CP16_single:s3_late_LoS_FPR_at_NLoS_recall_90pct,CP16_single:s3_late_LoS_FPR_at_NLoS_recall_95pct,CP16_single:s3_all_Recall_at_FPR_1pct,CP16_single:s3_all_Recall_at_FPR_5pct,CP16_single:s3_all_Recall_at_FPR_10pct,CP16_single:s3_all_LoS_FPR_at_NLoS_recall_80pct,CP16_single:s3_all_LoS_FPR_at_NLoS_recall_90pct,CP16_single:s3_all_LoS_FPR_at_NLoS_recall_95pct,CP16_single:delta_tau_l_given_r_s_Recall_at_FPR_1pct,CP16_single:delta_tau_l_given_r_s_Recall_at_FPR_5pct,CP16_single:delta_tau_l_given_r_s_Recall_at_FPR_10pct,CP16_single:delta_tau_l_given_r_s_LoS_FPR_at_NLoS_recall_80pct,CP16_single:delta_tau_l_given_r_s_LoS_FPR_at_NLoS_recall_90pct,CP16_single:delta_tau_l_given_r_s_LoS_FPR_at_NLoS_recall_95pct,CP16_single:delta_p_l_given_r_db_Recall_at_FPR_1pct,CP16_single:delta_p_l_given_r_db_Recall_at_FPR_5pct,CP16_single:delta_p_l_given_r_db_Recall_at_FPR_10pct,CP16_single:delta_p_l_given_r_db_LoS_FPR_at_NLoS_recall_80pct,CP16_single:delta_p_l_given_r_db_LoS_FPR_at_NLoS_recall_90pct,CP16_single:delta_p_l_given_r_db_LoS_FPR_at_NLoS_recall_95pct,CP16_single:f_r_fp_Recall_at_FPR_1pct,CP16_single:f_r_fp_Recall_at_FPR_5pct,CP16_single:f_r_fp_Recall_at_FPR_10pct,CP16_single:f_r_fp_LoS_FPR_at_NLoS_recall_80pct,CP16_single:f_r_fp_LoS_FPR_at_NLoS_recall_90pct,CP16_single:f_r_fp_LoS_FPR_at_NLoS_recall_95pct,CP16_single:f_l_fp_Recall_at_FPR_1pct,CP16_single:f_l_fp_Recall_at_FPR_5pct,CP16_single:f_l_fp_Recall_at_FPR_10pct,CP16_single:f_l_fp_LoS_FPR_at_NLoS_recall_80pct,CP16_single:f_l_fp_LoS_FPR_at_NLoS_recall_90pct,CP16_single:f_l_fp_LoS_FPR_at_NLoS_recall_95pct,CP16_single:delta_f_l_minus_r_fp_Recall_at_FPR_1pct,CP16_single:delta_f_l_minus_r_fp_Recall_at_FPR_5pct,CP16_single:delta_f_l_minus_r_fp_Recall_at_FPR_10pct,CP16_single:delta_f_l_minus_r_fp_LoS_FPR_at_NLoS_recall_80pct,CP16_single:delta_f_l_minus_r_fp_LoS_FPR_at_NLoS_recall_90pct,CP16_single:delta_f_l_minus_r_fp_LoS_FPR_at_NLoS_recall_95pct,CP16_single:lambda_l_late_fraction_Recall_at_FPR_1pct,CP16_single:lambda_l_late_fraction_Recall_at_FPR_5pct,CP16_single:lambda_l_late_fraction_Recall_at_FPR_10pct,CP16_single:lambda_l_late_fraction_LoS_FPR_at_NLoS_recall_80pct,CP16_single:lambda_l_late_fraction_LoS_FPR_at_NLoS_recall_90pct,CP16_single:lambda_l_late_fraction_LoS_FPR_at_NLoS_recall_95pct,CP16_single:gamma_anchor_linear_Recall_at_FPR_1pct,CP16_single:gamma_anchor_linear_Recall_at_FPR_5pct,CP16_single:gamma_anchor_linear_Recall_at_FPR_10pct,CP16_single:gamma_anchor_linear_LoS_FPR_at_NLoS_recall_80pct,CP16_single:gamma_anchor_linear_LoS_FPR_at_NLoS_recall_90pct,CP16_single:gamma_anchor_linear_LoS_FPR_at_NLoS_recall_95pct,CP16_single:gamma_delay_linear_Recall_at_FPR_1pct,CP16_single:gamma_delay_linear_Recall_at_FPR_5pct,CP16_single:gamma_delay_linear_Recall_at_FPR_10pct,CP16_single:gamma_delay_linear_LoS_FPR_at_NLoS_recall_80pct,CP16_single:gamma_delay_linear_LoS_FPR_at_NLoS_recall_90pct,CP16_single:gamma_delay_linear_LoS_FPR_at_NLoS_recall_95pct,CP16_single:cp_phase_slope_delay_s_Recall_at_FPR_1pct,CP16_single:cp_phase_slope_delay_s_Recall_at_FPR_5pct,CP16_single:cp_phase_slope_delay_s_Recall_at_FPR_10pct,CP16_single:cp_phase_slope_delay_s_LoS_FPR_at_NLoS_recall_80pct,CP16_single:cp_phase_slope_delay_s_LoS_FPR_at_NLoS_recall_90pct,CP16_single:cp_phase_slope_delay_s_LoS_FPR_at_NLoS_recall_95pct,CP16_single:cp_phase_residual_circvar_Recall_at_FPR_1pct,CP16_single:cp_phase_residual_circvar_Recall_at_FPR_5pct,CP16_single:cp_phase_residual_circvar_Recall_at_FPR_10pct,CP16_single:cp_phase_residual_circvar_LoS_FPR_at_NLoS_recall_80pct,CP16_single:cp_phase_residual_circvar_LoS_FPR_at_NLoS_recall_90pct,CP16_single:cp_phase_residual_circvar_LoS_FPR_at_NLoS_recall_95pct
stage2,new_theta0_posz_cp16,component:geo,fit_all,CP16_single:delta_p_l_given_r_db,530,67,0.9946810225331227,0.9842988832557421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9552238805970149,0.9701492537313433,0.9850746268656716,0.0,0.0,0.0021598272138228943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:geo,fit_all,CP16_single:f_r_fp,530,67,0.5592340672447698,0.1495574368340917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.07462686567164178,0.11940298507462686,0.7300215982721382,0.8228941684665226,0.8336933045356372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:geo,fit_all,CP16_single:f_l_fp,530,67,0.9207955900841366,0.82836564055596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.746268656716418,0.7611940298507462,0.7611940298507462,0.21166306695464362,0.34557235421166305,0.3952483801295896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:geo,fit_all,CP16_single:delta_f_l_minus_r_fp,530,67,0.8816285741916766,0.6186004826434222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22388059701492538,0.5223880597014925,0.6716417910447762,0.16630669546436286,0.39092872570194387,0.5248380129589633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:geo,fit_all,CP16_single:lambda_l_late_fraction,530,67,0.9631862286837948,0.788057023348896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2537313432835821,0.9701492537313433,0.9701492537313433,0.02591792656587473,0.038876889848812095,0.04319654427645788,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:geo,fit_all,CP16_single:gamma_anchor_linear,530,67,0.999871055091712,0.9991591339079253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:geo,fit_all,CP16_single:gamma_delay_linear,530,67,0.9885239031623739,0.9689434385756832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9253731343283582,0.9552238805970149,0.9701492537313433,0.0,0.0064794816414686825,0.01511879049676026,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:geo,fit_all,CP16_single:cp_phase_slope_delay_s,530,67,0.8509396860191483,0.6672845293814252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3880597014925373,0.6567164179104478,0.7164179104477612,0.3347732181425486,0.6241900647948164,0.7429805615550756,,,,,,
stage2,new_theta0_posz_cp16,component:geo,fit_all,CP16_single:cp_phase_residual_circvar,530,67,0.705038522291351,0.26327010687434566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04477611940298507,0.14925373134328357,0.29850746268656714,0.5485961123110151,0.673866090712743,0.7926565874730022
stage2,new_theta0_posz_cp16,component:bounce,fit_all,CP16_single:xpr_fp_db,833,370,0.5348082423676376,0.46957247717656897,0.0,0.07027027027027027,0.12702702702702703,0.7537796976241901,0.8617710583153347,0.9416846652267818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:bounce,fit_all,CP16_single:xpr_late_db,833,370,0.5648882143482575,0.5211191777750732,,,,,,,0.032432432432432434,0.1,0.17567567567567569,0.7473002159827213,0.8552915766738661,0.9092872570194385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:bounce,fit_all,CP16_single:xpr_all_db,833,370,0.5121008697682564,0.46652880250404444,,,,,,,,,,,,,0.02702702702702703,0.062162162162162166,0.11891891891891893,0.7883369330453563,0.8704103671706264,0.9136069114470843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:bounce,fit_all,CP16_single:s3_fp,833,370,0.5348082423676376,0.46957247717656897,,,,,,,,,,,,,,,,,,,0.0,0.07027027027027027,0.12702702702702703,0.7537796976241901,0.8617710583153347,0.9416846652267818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:bounce,fit_all,CP16_single:s3_late,833,370,0.5648882143482575,0.5211191777750732,,,,,,,,,,,,,,,,,,,,,,,,,0.032432432432432434,0.1,0.17567567567567569,0.7473002159827213,0.8552915766738661,0.9092872570194385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:bounce,fit_all,CP16_single:s3_all,833,370,0.5121008697682564,0.46652880250404444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02702702702702703,0.062162162162162166,0.11891891891891893,0.7883369330453563,0.8704103671706264,0.9136069114470843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:bounce,fit_all,CP16_single:delta_tau_l_given_r_s,833,370,0.6014447492849221,0.5440798805011433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024324324324324326,0.12702702702702703,0.21351351351351353,0.7580993520518359,0.9848812095032398,0.9848812095032398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:bounce,fit_all,CP16_single:delta_p_l_given_r_db,833,370,0.5093689802113128,0.4739626574440081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02702702702702703,0.07567567567567568,0.12972972972972974,0.8077753779697624,0.8920086393088553,0.9200863930885529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:bounce,fit_all,CP16_single:f_r_fp,833,370,0.5351584846185279,0.46105285253881656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008108108108108109,0.04594594594594595,0.08378378378378379,0.7473002159827213,0.8444924406047516,0.9416846652267818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:bounce,fit_all,CP16_single:f_l_fp,833,370,0.5316560621096259,0.4571284938012696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01891891891891892,0.04054054054054054,0.07297297297297298,0.7213822894168467,0.857451403887689,0.9071274298056156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:bounce,fit_all,CP16_single:delta_f_l_minus_r_fp,833,370,0.5068355612632071,0.4417268120254829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010810810810810811,0.051351351351351354,0.08648648648648649,0.7796976241900648,0.8898488120950324,0.9568034557235421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:bounce,fit_all,CP16_single:lambda_l_late_fraction,833,370,0.6060183293444632,0.5847063068331131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02972972972972973,0.1945945945945946,0.2918918918918919,0.7429805615550756,0.8812095032397408,0.937365010799136,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:bounce,fit_all,CP16_single:gamma_anchor_linear,833,370,0.4651917576323624,0.4202172870895111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002702702702702703,0.043243243243243246,0.08378378378378379,0.8228941684665226,0.9136069114470843,0.9611231101511879,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:bounce,fit_all,CP16_single:gamma_delay_linear,833,370,0.5412877240091063,0.5004989881795057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02702702702702703,0.10270270270270271,0.15675675675675677,0.7710583153347732,0.8531317494600432,0.9244060475161987,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,component:bounce,fit_all,CP16_single:cp_phase_slope_delay_s,833,370,0.5848812095032399,0.5117101919099641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021621621621621623,0.05945945945945946,0.13513513513513514,0.6436285097192225,0.9114470842332614,0.9503239740820735,,,,,,
stage2,new_theta0_posz_cp16,component:bounce,fit_all,CP16_single:cp_phase_residual_circvar,833,370,0.5396357480590742,0.4755982518983603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01891891891891892,0.07567567567567568,0.12162162162162163,0.6889848812095032,0.8099352051835853,0.8639308855291576
stage2,new_theta0_posz_cp16,ALL,stratified5,CP16_single:xpr_fp_db,900,437,0.5465845569883013,0.6069937905549689,0.14645308924485126,0.1853546910755149,0.2311212814645309,0.7926565874730022,0.9028077753779697,0.9524838012958964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,stratified5,CP16_single:xpr_late_db,900,437,0.6298095694678523,0.6718140813447914,,,,,,,0.17848970251716248,0.23569794050343248,0.2951945080091533,0.7041036717062635,0.8401727861771058,0.8941684665226782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,stratified5,CP16_single:xpr_all_db,900,437,0.5853131749460043,0.6360631473490104,,,,,,,,,,,,,0.16247139588100687,0.20823798627002288,0.2494279176201373,0.7624190064794817,0.8639308855291576,0.9092872570194385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,stratified5,CP16_single:s3_fp,900,437,0.5451710316263945,0.6065281331260346,,,,,,,,,,,,,,,,,,,0.15560640732265446,0.1853546910755149,0.2242562929061785,0.8056155507559395,0.8941684665226782,0.9546436285097192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,stratified5,CP16_single:s3_late,900,437,0.6289792468776411,0.6715414927538559,,,,,,,,,,,,,,,,,,,,,,,,,0.17848970251716248,0.23569794050343248,0.2951945080091533,0.7170626349892009,0.8358531317494601,0.9092872570194385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,stratified5,CP16_single:s3_all,900,437,0.5839441311514301,0.6360936568597683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16704805491990846,0.20823798627002288,0.2494279176201373,0.755939524838013,0.8639308855291576,0.91792656587473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,stratified5,CP16_single:delta_tau_l_given_r_s,900,437,0.5743237566166332,0.5878988462593308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05263157894736842,0.14645308924485126,0.2379862700228833,0.8185745140388769,0.9460043196544277,0.9913606911447084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,stratified5,CP16_single:delta_p_l_given_r_db,900,437,0.5829259974991474,0.6369044054109948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16933638443935928,0.2151029748283753,0.2654462242562929,0.7904967602591793,0.8660907127429806,0.91792656587473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,stratified5,CP16_single:f_r_fp,900,437,0.5082809851184446,0.48546769268293016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011441647597254004,0.034324942791762014,0.08924485125858124,0.7710583153347732,0.9200863930885529,0.9611231101511879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,stratified5,CP16_single:f_l_fp,900,437,0.589726734904686,0.6060388906627936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12585812356979406,0.15560640732265446,0.18764302059496568,0.6803455723542117,0.8228941684665226,0.9049676025917927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,stratified5,CP16_single:delta_f_l_minus_r_fp,900,437,0.5477410777389525,0.5542372625883716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032036613272311214,0.12356979405034325,0.18764302059496568,0.7365010799136069,0.8747300215982722,0.9503239740820735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,stratified5,CP16_single:lambda_l_late_fraction,900,437,0.6604326573782564,0.6921714413399501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07551487414187644,0.3157894736842105,0.39816933638443935,0.7062634989200864,0.8660907127429806,0.9460043196544277,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,stratified5,CP16_single:gamma_anchor_linear,900,437,0.5176270566546896,0.5149073667809524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018306636155606407,0.05491990846681922,0.10068649885583524,0.7883369330453563,0.9092872570194385,0.9524838012958964,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,stratified5,CP16_single:gamma_delay_linear,900,437,0.6045539240155982,0.6257071696472856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06407322654462243,0.17848970251716248,0.2700228832951945,0.7494600431965442,0.8423326133909287,0.9244060475161987,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,stratified5,CP16_single:cp_phase_slope_delay_s,900,437,0.47286871512521556,0.5234510715853686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043478260869565216,0.14187643020594964,0.16704805491990846,0.8142548596112311,0.9352051835853131,0.9676025917926566,,,,,,
stage2,new_theta0_posz_cp16,ALL,stratified5,CP16_single:cp_phase_residual_circvar,900,437,0.5411775753591886,0.5222139851944281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018306636155606407,0.07093821510297482,0.12814645308924486,0.7257019438444925,0.8488120950323974,0.9200863930885529
stage2,new_theta0_posz_cp16,room:A,stratified5,CP16_single:xpr_fp_db,300,135,0.5351739618406284,0.4728000260563177,0.0,0.044444444444444446,0.1037037037037037,0.7454545454545455,0.9151515151515152,0.9454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:A,stratified5,CP16_single:xpr_late_db,300,135,0.5425364758698091,0.48822834913981206,,,,,,,0.022222222222222223,0.044444444444444446,0.1259259259259259,0.7272727272727273,0.8303030303030303,0.8606060606060606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:A,stratified5,CP16_single:xpr_all_db,300,135,0.47393939393939394,0.42187113291996065,,,,,,,,,,,,,0.0,0.022222222222222223,0.05185185185185185,0.7878787878787878,0.9151515151515152,0.9393939393939394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:A,stratified5,CP16_single:s3_fp,300,135,0.5318069584736251,0.4827845321704862,,,,,,,,,,,,,,,,,,,0.022222222222222223,0.08888888888888889,0.11851851851851852,0.7333333333333333,0.8727272727272727,0.9757575757575757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:A,stratified5,CP16_single:s3_late,300,135,0.5414141414141415,0.49226303296782237,,,,,,,,,,,,,,,,,,,,,,,,,0.022222222222222223,0.05185185185185185,0.1111111111111111,0.7272727272727273,0.8484848484848485,0.9030303030303031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:A,stratified5,CP16_single:s3_all,300,135,0.44597081930415267,0.40797155531143175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.022222222222222223,0.02962962962962963,0.8424242424242424,0.9212121212121213,0.9454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:A,stratified5,CP16_single:delta_tau_l_given_r_s,300,135,0.5969921436588105,0.5646165712516418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037037035,0.14074074074074075,0.1925925925925926,0.7090909090909091,0.9272727272727272,0.9878787878787879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:A,stratified5,CP16_single:delta_p_l_given_r_db,300,135,0.48287317620650955,0.439305104884565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007407407407407408,0.037037037037037035,0.06666666666666667,0.8181818181818182,0.9151515151515152,0.9515151515151515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:A,stratified5,CP16_single:f_r_fp,300,135,0.5354433221099888,0.47218378215268086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05925925925925926,0.1037037037037037,0.7757575757575758,0.9151515151515152,0.9818181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,room:A,stratified5,CP16_single:f_l_fp,300,135,0.4584511784511785,0.4149784475632979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007407407407407408,0.014814814814814815,0.044444444444444446,0.8181818181818182,0.9272727272727272,0.9454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
